Runway Area Affected,Obstacle Type,Latitude,Longitude,Elevation( in FT),Marking,Remarks
In circling area and at AD,BUILDING,22.7157222222222,75.7911944444444,1861,NIL,WATCH TOWER
In circling area and at AD,BUILDING,22.7285555555556,75.8097222222222,1925,NIL,TOWER
In circling area and at AD,BUILDING,22.7277222222222,75.8109166666667,1861,NIL,WATCH TOWER
In circling area and at AD,TREE,22.7299166666667,75.7999444444444,1995,NIL,TREE
In circling area and at AD,TREE,22.7252222222222,75.8134166666667,1868,NIL,TREE
In circling area and at AD,TREE,22.7190833333333,75.7901111111111,1886,NIL,TREE
In circling area and at AD,BUILDING,22.7252222222222,75.8132222222222,1866,NIL,HANGER
In circling area and at AD,OTHER,22.7388888888889,75.7918888888889,2005,NIL,CELL PHONE MAST
In circling area and at AD,TREE,22.7294166666667,75.7986666666667,2007,NIL,TREE
In circling area and at AD,BUILDING,22.7278055555556,75.8093333333333,1909,NIL,OLD TERMINAL BUILDING
In circling area and at AD,BUILDING,22.7304444444444,75.7983055555556,2010,NIL,TEMPLE
In circling area and at AD,OTHER,22.7281388888889,75.8073333333333,1948,LGTD,HIGHMAST
In circling area and at AD,OTHER,22.7190555555556,75.7906388888889,1860,NIL,PERIMETER LIGHT
In circling area and at AD,OTHER,22.7281388888889,75.8073333333333,1948,LGTD,HIGHMAST
In circling area and at AD,BUILDING,22.7215555555556,75.7960277777778,1878,NIL,WATCHTOWER
In circling area and at AD,BUILDING,22.7215277777778,75.7960555555556,1878,NIL,WATCH TOWER
In circling area and at AD,OTHER,22.7251388888889,75.8134444444444,1862,NIL,LIGHT POST
In circling area and at AD,TREE,22.7196111111111,75.7915,1877,NIL,TREE
In circling area and at AD,OTHER,22.7285,75.80975,1918,LGTD,HIGHMAST
In circling area and at AD,BUILDING,22.7173055555556,75.7866111111111,1862,NIL,WATCH TOWER
In circling area and at AD,OTHER,22.7189722222222,75.7904444444444,1860,NIL,LIGHT POST
In circling area and at AD,OTHER,22.69675,75.7868888888889,2023,NIL,CELL PHONE MAST
In circling area and at AD,OTHER,22.7410833333333,75.7932222222222,2041,NIL,CELL PHONE MAST
